Dışa Aktarım Tarihi:,21.08.2026 08:51:16
Toplam Kayıt Sayısı:,1057

Fon Kodu,Fon Adı,Şemsiye Fon Türü,İlk Portföy Büyüklüğü,Son Portföy Büyüklüğü,Portföy Büyüklüğü Değişimi (%),Tedavüldeki İlk Pay Adedi,Tedavüldeki Son Pay Adedi,Pay Adedi Değişimi (%),Getiri Oranı (%)
YLE,YAPI KREDİ PORTFÖY BIST SÜRDÜRÜLEBİLİRLİK ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"320474586,08","240569556,86","-24,93","37679354,00","27397218,00","-27,29","3,24"
YLO,YAPI KREDİ PORTFÖY ELEKTRİKLİ ARAÇLAR DEĞİŞKEN FON,Değişken Fon,"259664194,25","248525247,21","-4,29","47706940,00","45351648,00","-4,94","0,68"
YLY,YAPI KREDİ PORTFÖY KAR PAYI ÖDEYEN HİSSE SENEDİ (TL) FON (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"35984331,91","31849609,44","-11,49","15858110,00","14005893,00","-11,68","0,21"
YMD,YAPI KREDİ PORTFÖY MASLAK SERBEST (DÖVİZ- ABD DOLARI) FON,Serbest Fon,"7539170988,08","7721825998,08","2,42","135570662,00","136222489,00","0,48","1,93"
YMH,YAPI KREDİ PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Fon,"461802068,13","423396618,42","-8,32","298500197,00","266201769,00","-10,82","2,81"
YNK,YAPI KREDİ PORTFÖY NİŞANTAŞI KAR PAYI ÖDEYEN SERBEST (DÖVİZ) FON,Serbest Fon,"19430585176,20","20027162796,27","3,07","406068822,00","415918110,00","2,43","0,63"
YOT,YAPI KREDİ PORTFÖY BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Fonu,"1769030324,90","1806001308,88","2,09","45781996,06","44886825,06","-1,96","4,13"
YOZ,DENİZ PORTFÖY YAKAMOZ SERBEST (DÖVİZ) FON,Serbest Fon,"35230338998,49","47721668135,10","35,46","724597203,00","961948694,00","32,76","2,03"
YP4,YAPI KREDİ PORTFÖY FERİKÖY SERBEST (DÖVİZ) FON,Serbest Fon,"132639776288,01","133804677948,02","0,88","2481644365,00","2455383228,00","-1,06","1,96"
YPC,YAPI KREDİ PORTFÖY SÜRDÜRÜLEBİLİRLİK DEĞİŞKEN FON,Değişken Fon,"53862788,60","51916765,39","-3,61","9863976,00","9326251,00","-5,45","1,94"
YPF,YAPI KREDİ PORTFÖY ALFA SERBEST FON,Serbest Fon,"1438065295,12","1384811430,31","-3,7","147032380,00","134319895,00","-8,65","5,41"
YPK,YAPI KREDİ PORTFÖY GALATA SERBEST FON,Serbest Fon,"203097681,56","204759564,70","0,82","14720308,00","14192621,00","-3,58","4,57"
YPL,YAPI KREDİ PORTFÖY BALAT SERBEST (DÖVİZ) FON,Serbest Fon,"13409483137,24","13582637561,82","1,29","185841229,00","184294940,00","-0,83","2,14"
YPR,AZİMUT PORTFÖY YILDIZ PAZAR ŞİRKETLERİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"111745355,63","80672407,18","-27,81","66807506,00","47157554,00","-29,41","2,28"
YPV,YAPI KREDİ PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU,Fon Sepeti Fonu,"6348593254,52","0,00",-100,"847078961,00","0,00",-100,"-100,00"
YSA,YAPI KREDİ PORTFÖY SUADİYE SERBEST (DÖVİZ) FON,Serbest Fon,"332864865,20","329234503,12","-1,09","6959657,00","6693320,00","-3,83","2,85"
YSH,YAPI KREDİ PORTFÖY BÜYÜK ÖLÇEKLİ ŞİRKETLER DEĞİŞKEN FON,Değişken Fon,"46566265,15","61542617,41","32,16","49852652,00","62595248,00","25,56","5,26"
YSL,YAPI KREDİ PORTFÖY KAR PAYI ÖDEYEN KİRA SERTİFİKALARI KATILIM SERBEST (DÖVİZ) FON,Serbest Fon,"689035043,98","680266906,70","-1,27","16058822,00","15543706,00","-3,21","2,00"
YSO,YAPI KREDİ PORTFÖY SAĞLIK SEKTÖRÜ SERBEST FON,Serbest Fon,"82221030,54","83722608,34","1,83","54642669,00","50848279,00","-6,94","9,42"
YSU,YAPI KREDİ PORTFÖY ÜÇÜNCÜ DEĞİŞKEN FON,Değişken Fon,"242177508,01","245602801,79","1,41","1432439397,00","1401743003,00","-2,14","3,64"
YTD,YAPI KREDİ PORTFÖY YABANCI FON SEPETİ FONU,Yabancı Fon Sepeti Fonu,"1662460998,99","0,00",-100,"1862308510,00","0,00",-100,"-100,00"
YTV,YAPI KREDİ PORTFÖY TARIM DEĞİŞKEN FON,Değişken Fon,"238805175,02","198463625,93","-16,89","78056872,00","63711265,00","-18,38","1,82"
YTY,YAPI KREDİ PORTFÖY TARABYA SERBEST (DÖVİZ-AVRO) FON,Serbest Fon,"104831001005,87","117246710815,48","11,84","1827479870,00","1961800218,00","7,35","4,19"
YUB,YAPI KREDİ PORTFÖY KARAKÖY HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Fon,"398110377,63","392963058,00","-1,29","76362335,00","72380265,00","-5,21","4,14"
YUI,YAPI KREDİ PORTFÖY BEYKOZ SERBEST FON,Serbest Fon,"921035221,45","945884635,73","2,7","479200096,00","479200096,00",0,"2,70"
YUN,YAPI KREDİ PORTFÖY İSTİNYE SERBEST (DÖVİZ) FON,Serbest Fon,"3006721509,09","3213202263,94","6,87","52391923,00","54868694,00","4,73","2,04"
YVB,YAPI KREDİ PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Fonu,"119361216,54","89166356,76","-25,3","90988801,00","65252937,00","-28,28","4,17"
YVG,YAPI KREDİ PORTFÖY SARIYER SERBEST (DÖVİZ-AVRO) FON,Serbest Fon,"5847667945,79","6068471849,85","3,78","95291823,00","94909843,00","-0,4","4,19"
YZC,YAPI KREDİ PORTFÖY FİNTECH VE BLOCKCHAİN TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Fon,"610820097,13","646558509,38","5,85","127116957,00","126601742,00","-0,41","6,28"
YZG,YAPI KREDİ PORTFÖY GÜMÜŞ FON SEPETİ FONU,Fon Sepeti Fonu,"9802160427,79","0,00",-100,"867365176,00","0,00",-100,"-100,00"
YZH,TEB PORTFÖY BIST BANKA ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN),Hisse Senedi Fonu,"628903158,70","621061753,00","-1,25","58946680,00","59133989,00","0,32","-1,56"
YZK,YAPI KREDİ PORTFÖY KALAMIŞ SERBEST FON,Serbest Fon,"210416723,73","211880716,29","0,7","27209279,00","26905915,00","-1,11","1,83"
YZT,AK PORTFÖY YAPAY ZEKA TEKNOLOJİLERİ ŞİRKETLERİ DEĞİŞKEN FON,Değişken Fon,"235108035,31","392169279,94","66,8","261999405,00","394327756,00","50,51","10,83"
ZBD,ZİRAAT PORTFÖY DENGELİ DEĞİŞKEN FON,Değişken Fon,"914533562,23","925861052,31","1,24","1376068,39","1373505,39","-0,19","1,43"
ZBI,ZİRAAT PORTFÖY TEMKİNLİ KATILIM FONU,Katılım Fonu,"205151899,99","183773845,03","-10,42","92782479,00","80275445,00","-13,48","3,54"
ZBJ,ZİRAAT PORTFÖY BAŞAK PARA PİYASASI (TL) FONU,Para Piyasası Fonu,"54359445745,09","68263517898,15","25,58","10857613271,58","13181203234,58","21,4","3,44"
ZBO,ZİRAAT PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Fon,"457204886,42","455647034,25","-0,34","141586545,00","139899845,00","-1,19","0,86"
ZCD,ZİRAAT PORTFÖY ALTINCI SERBEST (TL) FON,Serbest Fon,"1330227936,42","1326322018,90","-0,29","294515369,00","283626369,00","-3,7","3,53"
ZCK,ZİRAAT PORTFÖY AGRESİF KATILIM FONU,Katılım Fonu,"394325219,68","388986876,55","-1,35","221672427,00","208378247,00",-6,"4,94"
ZCN,ZİRAAT PORTFÖY EMTİA FON SEPETİ FONU,Fon Sepeti Fonu,"556972708,58","579787252,72","4,1","149132925,00","143808100,00","-3,57","7,95"
ZDD,ZİRAAT PORTFÖY TEMKİNLİ DEĞİŞKEN FON,Değişken Fon,"496115283,13","511499710,10","3,1","68502850,00","68272402,00","-0,34","3,45"
ZDZ,ZİRAAT PORTFÖY AGRESİF DEĞİŞKEN FON,Değişken Fon,"1052822697,09","986411337,17","-6,31","80714714,00","78582287,00","-2,64","-3,77"
ZFB,AK PORTFÖY FİNTEK VE BLOKZİNCİRİ TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Fon,"1048902859,95","1044515347,83","-0,42","149304913,00","143613059,00","-3,81","3,53"
ZHH,ZİRAAT PORTFÖY HALKBANK SÜRDÜRÜLEBİLİRLİK 30 ŞİRKETLERİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"82882586,03","87943701,74","6,11","58001651,00","60267550,00","3,91","2,12"
ZIH,ZİRAAT PORTFÖY HAVACILIK VE SAVUNMA TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Fon,"0,00","613899671,95",0,"0,00","615579440,00",0,"0,00"
ZJB,ZİRAAT PORTFÖY BİRİNCİ SERBEST (TL) FON,Serbest Fon,"8327378979,90","8516259666,70","2,27","839267751,00","808604786,00","-3,65","6,15"
ZJI,ZİRAAT PORTFÖY İKİNCİ SERBEST (TL) FON,Serbest Fon,"6783450286,62","6910227096,15","1,87","654301123,00","633395025,00","-3,2","5,23"
ZJL,ZİRAAT PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"423540935,23","410063152,32","-3,18","27797200,00","27323600,00","-1,7","-1,50"
ZJV,ZİRAAT PORTFÖY BIST 30 DIŞI YILDIZ PAZAR ŞİRKETLERİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"676835540,10","674796879,68","-0,3","62357000,00","62836300,00","0,77","-1,06"
ZLH,ZİRAAT PORTFÖY BIST 100-30 ŞİRKETLERİ HİSSE SENEDİ FONU ( HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"447694121,28","453835414,53","1,37","37932300,00","39215400,00","3,38","-1,95"
ZMT,AZİMUT PORTFÖY 22.0 SERBEST (DÖVİZ-AVRO) FON,Serbest Fon,"1617549738,57","1711916898,90","5,83","26471027,00","26873895,00","1,52","4,25"
ZMY,ZİRAAT PORTFÖY METAVERSE VE YENİ TEKNOLOJİLER DEĞİŞKEN FON,Değişken Fon,"186317654,65","192594738,81","3,37","30064100,00","29494700,00","-1,89","5,36"
ZP6,ZİRAAT PORTFÖY SEDEF KATILIM SERBEST (DÖVİZ - AMERİKAN DOLARI) FON,Serbest Fon,"6428460896,41","6285502373,19","-2,22","111939062,00","107330234,00","-4,12","1,97"
ZP8,ZİRAAT PORTFÖY KEHRİBAR PARA PİYASASI KATILIM SERBEST (TL) FON,Serbest Fon,"58877375066,82","61072313549,01","3,73","14921623403,00","14978787285,00","0,38","3,33"
ZP9,ZİRAAT PORTFÖY AKİK KATILIM SERBEST (DÖVİZ-AVRO) FON,Serbest Fon,"1841397418,44","2201698226,45","19,57","31312769,00","35942817,00","14,79","4,16"
ZPA,ZİRAAT PORTFÖY SERBEST (DÖVİZ) FON,Serbest Fon,"3469946802,52","3827591044,26","10,31","52812722,00","57094189,00","8,11","2,04"
ZPC,ZİRAAT PORTFÖY FON SEPETİ FONU,Fon Sepeti Fonu,"3143665783,49","3212072580,40","2,18","165663897,00","165082992,00","-0,35","2,54"
ZPE,ZİRAAT PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"1241547514,54","1276024391,46","2,78","36175633,84","35959309,84","-0,6","3,40"
ZPF,ZİRAAT PORTFÖY KATILIM FONU (DÖVİZ),Katılım Fonu,"714222583,66","751717693,84","5,25","31420932,00","32392919,00","3,09","2,09"
ZPG,ZİRAAT PORTFÖY KİRA SERTİFİKALARI (SUKUK) KATILIM FONU,Katılım Fonu,"1507911818,09","1627419732,09","7,93","145625490,43","152568649,43","4,77","3,01"
ZPO,ZİRAAT PORTFÖY PARA PİYASASI KATILIM FONU,Katılım Fonu,"7129879,52","1227436862,16","17115,39","7096922,00","1180234896,00","16530,24","3,52"
ZPR,ZİRAAT PORTFÖY PARA PİYASASI SERBEST FON,Serbest Fon,"29471139226,18","32539926967,00","10,41","19752260178,00","21083942072,00","6,74","3,44"
ZSF,ZİRAAT PORTFÖY S&P/OIC COMCEC (İSEDAK) 50 SHARİAH ŞİRKETLERİ YABANCI HİSSE SENEDİ FONU,Yabancı Hisse Senedi Fonu,"40391592,45","40722617,77","0,82","793946,00","773534,00","-2,57","3,48"
ZSG,ZİRAAT PORTFÖY ESG SÜRDÜRÜLEBİLİRLİK FON SEPETİ FONU,Fon Sepeti Fonu,"49586258,09","49264690,29","-0,65","11750300,00","11370200,00","-3,23","2,67"
ZTG,ZİRAAT PORTFÖY TARIM VE GIDA FON SEPETİ FONU,Fon Sepeti Fonu,"33866470,88","38452343,58","13,54","26137505,00","28932679,00","10,69","2,57"
ZTV,ZİRAAT PORTFÖY TÜRKİYE VARLIK FONU İŞTİRAKLERİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"0,00","6716805,29",0,"0,00","6605543,00",0,"0,00"
ZVO,ZİRAAT PORTFÖY ÜÇÜNCÜ SERBEST (TL) FON,Serbest Fon,"882931643,70","798876188,00","-9,52","232404776,00","230252297,00","-0,93","-8,67"
